state,state_abbreviation,county,fips,party,candidate,votes,fraction_votes
Alabama,AL,Russell,1113,Republican,Ben Carson,298,0.079
Alabama,AL,Russell,1113,Republican,John Kasich,106,0.027999999999999997
Alabama,AL,Russell,1113,Democrat,Hillary Clinton,4381,0.728
Alabama,AL,Russell,1113,Democrat,Bernie Sanders,988,0.16399999999999998
Alabama,AL,Shelby,1117,Republican,Donald Trump,18260,0.344
Alabama,AL,Shelby,1117,Republican,Ted Cruz,14005,0.263
Alabama,AL,Shelby,1117,Republican,Marco Rubio,12213,0.23
Alabama,AL,Shelby,1117,Republican,Ben Carson,5005,0.094
Alabama,AL,Shelby,1117,Republican,John Kasich,2679,0.05
Alabama,AL,Shelby,1117,Democrat,Hillary Clinton,6657,0.628
Alabama,AL,Shelby,1117,Democrat,Bernie Sanders,3755,0.354
Alabama,AL,Sumter,1119,Republican,Donald Trump,166,0.591
Alabama,AL,Sumter,1119,Republican,Ted Cruz,45,0.16
Alabama,AL,Sumter,1119,Republican,Marco Rubio,39,0.139
Alabama,AL,Sumter,1119,Republican,Ben Carson,21,0.075
Alabama,AL,Sumter,1119,Republican,John Kasich,4,0.013999999999999999
Alabama,AL,Sumter,1119,Democrat,Hillary Clinton,2987,0.809
Alabama,AL,Sumter,1119,Democrat,Bernie Sanders,416,0.113
Alabama,AL,Talladega,1121,Republican,Donald Trump,6304,0.51
Alabama,AL,Talladega,1121,Republican,Ted Cruz,2468,0.2
Alabama,AL,Talladega,1121,Republican,Marco Rubio,1676,0.136
Alabama,AL,Talladega,1121,Republican,Ben Carson,1179,0.095
Alabama,AL,Talladega,1121,Republican,John Kasich,470,0.038
Alabama,AL,Talladega,1121,Democrat,Hillary Clinton,5561,0.865
Alabama,AL,Talladega,1121,Democrat,Bernie Sanders,782,0.122
Alabama,AL,Tallapoosa,1123,Republican,Donald Trump,4658,0.528
Alabama,AL,Tallapoosa,1123,Republican,Ted Cruz,1325,0.15
Alabama,AL,Tallapoosa,1123,Republican,Marco Rubio,1289,0.146
Alabama,AL,Tallapoosa,1123,Republican,Ben Carson,1006,0.114
Alabama,AL,Tallapoosa,1123,Republican,John Kasich,371,0.042
Alabama,AL,Tallapoosa,1123,Democrat,Hillary Clinton,2658,0.88
Alabama,AL,Tallapoosa,1123,Democrat,Bernie Sanders,308,0.102
Alabama,AL,Tuscaloosa,1125,Republican,Donald Trump,11652,0.375
Alabama,AL,Tuscaloosa,1125,Republican,Ted Cruz,7789,0.25
Alabama,AL,Tuscaloosa,1125,Republican,Marco Rubio,6333,0.204
Alabama,AL,Tuscaloosa,1125,Republican,Ben Carson,3310,0.106
Alabama,AL,Tuscaloosa,1125,Republican,John Kasich,1381,0.044000000000000004
Alabama,AL,Tuscaloosa,1125,Democrat,Hillary Clinton,12136,0.767
Alabama,AL,Tuscaloosa,1125,Democrat,Bernie Sanders,3444,0.218
Alabama,AL,Walker,1127,Republican,Donald Trump,8394,0.551
Alabama,AL,Walker,1127,Republican,Ted Cruz,3106,0.204
Alabama,AL,Walker,1127,Republican,Marco Rubio,1652,0.10800000000000001
Alabama,AL,Walker,1127,Republican,Ben Carson,1369,0.09
Alabama,AL,Walker,1127,Republican,John Kasich,362,0.024
Alabama,AL,Walker,1127,Democrat,Hillary Clinton,1772,0.6709999999999999
Alabama,AL,Walker,1127,Democrat,Bernie Sanders,727,0.275
Alabama,AL,Washington,1129,Republican,Donald Trump,1269,0.537
Alabama,AL,Washington,1129,Republican,Ted Cruz,516,0.218
Alabama,AL,Washington,1129,Republican,Marco Rubio,362,0.153
Alabama,AL,Washington,1129,Republican,Ben Carson,152,0.064
Alabama,AL,Washington,1129,Republican,John Kasich,27,0.011000000000000001
Alabama,AL,Washington,1129,Democrat,Hillary Clinton,1511,0.575
Alabama,AL,Washington,1129,Democrat,Bernie Sanders,562,0.214
Alabama,AL,Wilcox,1131,Republican,Donald Trump,287,0.544
Alabama,AL,Wilcox,1131,Republican,Ted Cruz,114,0.21600000000000003
Alabama,AL,Wilcox,1131,Republican,Marco Rubio,64,0.121
Alabama,AL,Wilcox,1131,Republican,Ben Carson,44,0.083
Alabama,AL,Wilcox,1131,Republican,John Kasich,12,0.023
Alabama,AL,Wilcox,1131,Democrat,Hillary Clinton,3337,0.843
Alabama,AL,Wilcox,1131,Democrat,Bernie Sanders,410,0.10400000000000001
Alabama,AL,Winston,1133,Republican,Donald Trump,3352,0.561
Alabama,AL,Winston,1133,Republican,Ted Cruz,1076,0.18
Alabama,AL,Winston,1133,Republican,Marco Rubio,708,0.11900000000000001
Alabama,AL,Winston,1133,Republican,Ben Carson,539,0.09
Alabama,AL,Winston,1133,Republican,John Kasich,163,0.027000000000000003
Alabama,AL,Winston,1133,Democrat,Hillary Clinton,303,0.667
Alabama,AL,Winston,1133,Democrat,Bernie Sanders,138,0.304
Arizona,AZ,Apache,4001,Republican,Donald Trump,1088,0.436
Arizona,AZ,Apache,4001,Republican,Ted Cruz,938,0.376
Arizona,AZ,Apache,4001,Republican,John Kasich,133,0.053
Arizona,AZ,Apache,4001,Democrat,Hillary Clinton,4450,0.664
Arizona,AZ,Apache,4001,Democrat,Bernie Sanders,1933,0.28800000000000003
Arizona,AZ,Cochise,4003,Republican,Donald Trump,6339,0.498
Arizona,AZ,Cochise,4003,Republican,Ted Cruz,3736,0.293
Arizona,AZ,Cochise,4003,Republican,John Kasich,876,0.069
Arizona,AZ,Cochise,4003,Democrat,Hillary Clinton,4654,0.565
Arizona,AZ,Cochise,4003,Democrat,Bernie Sanders,3265,0.397
Arizona,AZ,Coconino,4005,Republican,Donald Trump,3324,0.392
Arizona,AZ,Coconino,4005,Republican,Ted Cruz,2843,0.335
Arizona,AZ,Coconino,4005,Republican,John Kasich,742,0.087
Arizona,AZ,Coconino,4005,Democrat,Bernie Sanders,6941,0.534
Arizona,AZ,Coconino,4005,Democrat,Hillary Clinton,5738,0.441
Arizona,AZ,Gila,4007,Republican,Donald Trump,3065,0.539
Arizona,AZ,Gila,4007,Republican,Ted Cruz,1334,0.235
Arizona,AZ,Gila,4007,Republican,John Kasich,353,0.062
Arizona,AZ,Gila,4007,Democrat,Hillary Clinton,2196,0.5920000000000001
Arizona,AZ,Gila,4007,Democrat,Bernie Sanders,1305,0.35200000000000004
Arizona,AZ,Graham,4009,Republican,Ted Cruz,1606,0.419
Arizona,AZ,Graham,4009,Republican,Donald Trump,1501,0.391
Arizona,AZ,Graham,4009,Republican,John Kasich,202,0.053
Arizona,AZ,Graham,4009,Democrat,Hillary Clinton,937,0.491
Arizona,AZ,Graham,4009,Democrat,Bernie Sanders,851,0.446
Arizona,AZ,Greenlee,4011,Republican,Donald Trump,282,0.44799999999999995
Arizona,AZ,Greenlee,4011,Republican,Ted Cruz,237,0.377
Arizona,AZ,Greenlee,4011,Republican,John Kasich,24,0.038
Arizona,AZ,Greenlee,4011,Democrat,Hillary Clinton,497,0.546
Arizona,AZ,Greenlee,4011,Democrat,Bernie Sanders,325,0.35700000000000004
Arizona,AZ,La Paz,4012,Republican,Donald Trump,940,0.674
Arizona,AZ,La Paz,4012,Republican,Ted Cruz,242,0.17300000000000001
Arizona,AZ,La Paz,4012,Republican,John Kasich,61,0.044000000000000004
Arizona,AZ,La Paz,4012,Democrat,Hillary Clinton,309,0.517
Arizona,AZ,La Paz,4012,Democrat,Bernie Sanders,259,0.433
Arizona,AZ,Maricopa,4013,Republican,Donald Trump,144522,0.462
Arizona,AZ,Maricopa,4013,Republican,Ted Cruz,72216,0.231
Arizona,AZ,Maricopa,4013,Republican,John Kasich,33803,0.10800000000000001
Arizona,AZ,Maricopa,4013,Democrat,Hillary Clinton,126988,0.581
Arizona,AZ,Maricopa,4013,Democrat,Bernie Sanders,86942,0.39799999999999996
Arizona,AZ,Mohave,4015,Republican,Donald Trump,14154,0.648
Arizona,AZ,Mohave,4015,Republican,Ted Cruz,4744,0.217
Arizona,AZ,Mohave,4015,Republican,John Kasich,1023,0.047
Arizona,AZ,Mohave,4015,Democrat,Hillary Clinton,4170,0.564
Arizona,AZ,Mohave,4015,Democrat,Bernie Sanders,2847,0.385
Arizona,AZ,Navajo,4017,Republican,Donald Trump,3558,0.414
Arizona,AZ,Navajo,4017,Republican,Ted Cruz,3481,0.405
Arizona,AZ,Navajo,4017,Republican,John Kasich,441,0.051
Arizona,AZ,Navajo,4017,Democrat,Hillary Clinton,4415,0.597
Arizona,AZ,Navajo,4017,Democrat,Bernie Sanders,2621,0.354
Arizona,AZ,Pima,4019,Republican,Donald Trump,36804,0.436
Arizona,AZ,Pima,4019,Republican,Ted Cruz,23137,0.27399999999999997
Arizona,AZ,Pima,4019,Republican,John Kasich,9854,0.11699999999999999
Arizona,AZ,Pima,4019,Democrat,Hillary Clinton,56317,0.573
Arizona,AZ,Pima,4019,Democrat,Bernie Sanders,40228,0.409
Arizona,AZ,Pinal,4021,Republican,Donald Trump,12182,0.575
Arizona,AZ,Pinal,4021,Republican,Ted Cruz,4079,0.192
Arizona,AZ,Pinal,4021,Republican,John Kasich,1567,0.07400000000000001
Arizona,AZ,Pinal,4021,Democrat,Hillary Clinton,9771,0.621
Arizona,AZ,Pinal,4021,Democrat,Bernie Sanders,5414,0.344
Arizona,AZ,Santa Cruz,4023,Republican,Donald Trump,762,0.452
Arizona,AZ,Santa Cruz,4023,Republican,Ted Cruz,451,0.268
Arizona,AZ,Santa Cruz,4023,Republican,John Kasich,180,0.107
Arizona,AZ,Santa Cruz,4023,Democrat,Hillary Clinton,2496,0.6579999999999999
Arizona,AZ,Santa Cruz,4023,Democrat,Bernie Sanders,1205,0.318
Arizona,AZ,Yavapai,4025,Republican,Donald Trump,17005,0.47600000000000003
Arizona,AZ,Yavapai,4025,Republican,Ted Cruz,10547,0.295
Arizona,AZ,Yavapai,4025,Republican,John Kasich,3259,0.091
Arizona,AZ,Yavapai,4025,Democrat,Hillary Clinton,8401,0.529
Arizona,AZ,Yavapai,4025,Democrat,Bernie Sanders,7108,0.447
Arizona,AZ,Yuma,4027,Republican,Donald Trump,4390,0.495
Arizona,AZ,Yuma,4027,Republican,Ted Cruz,2556,0.28800000000000003
Arizona,AZ,Yuma,4027,Republican,John Kasich,522,0.059000000000000004
Arizona,AZ,Yuma,4027,Democrat,Hillary Clinton,4358,0.637
Arizona,AZ,Yuma,4027,Democrat,Bernie Sanders,2156,0.315
Arkansas,AR,Arkansas,5001,Republican,Donald Trump,1073,0.385
Arkansas,AR,Arkansas,5001,Republican,Marco Rubio,789,0.28300000000000003
Arkansas,AR,Arkansas,5001,Republican,Ted Cruz,593,0.213
Arkansas,AR,Arkansas,5001,Republican,Ben Carson,146,0.052000000000000005
Arkansas,AR,Arkansas,5001,Republican,John Kasich,83,0.03
Arkansas,AR,Arkansas,5001,Democrat,Hillary Clinton,724,0.833
Arkansas,AR,Arkansas,5001,Democrat,Bernie Sanders,132,0.152
Arkansas,AR,Ashley,5003,Republican,Donald Trump,586,0.40399999999999997
Arkansas,AR,Ashley,5003,Republican,Ted Cruz,403,0.278
Arkansas,AR,Ashley,5003,Republican,Marco Rubio,281,0.19399999999999998
Arkansas,AR,Ashley,5003,Republican,Ben Carson,104,0.07200000000000001
Arkansas,AR,Ashley,5003,Republican,John Kasich,45,0.031
Arkansas,AR,Ashley,5003,Democrat,Hillary Clinton,1375,0.474
Arkansas,AR,Ashley,5003,Democrat,Bernie Sanders,980,0.33799999999999997
Arkansas,AR,Baxter,5005,Republican,Donald Trump,3798,0.43799999999999994
Arkansas,AR,Baxter,5005,Republican,Ted Cruz,2480,0.28600000000000003
Arkansas,AR,Baxter,5005,Republican,Marco Rubio,1374,0.159
Arkansas,AR,Baxter,5005,Republican,Ben Carson,452,0.052000000000000005
Arkansas,AR,Baxter,5005,Republican,John Kasich,376,0.043
Arkansas,AR,Baxter,5005,Democrat,Hillary Clinton,1391,0.624
Arkansas,AR,Baxter,5005,Democrat,Bernie Sanders,807,0.36200000000000004
Arkansas,AR,Benton,5007,Republican,Marco Rubio,12863,0.303
Arkansas,AR,Benton,5007,Republican,Ted Cruz,11909,0.281
Arkansas,AR,Benton,5007,Republican,Donald Trump,11828,0.27899999999999997
Arkansas,AR,Benton,5007,Republican,Ben Carson,2525,0.06
Arkansas,AR,Benton,5007,Republican,John Kasich,2272,0.054000000000000006
Arkansas,AR,Benton,5007,Democrat,Hillary Clinton,5650,0.541
Arkansas,AR,Benton,5007,Democrat,Bernie Sanders,4696,0.449
Arkansas,AR,Boone,5009,Republican,Donald Trump,2577,0.40700000000000003
Arkansas,AR,Boone,5009,Republican,Ted Cruz,1589,0.251
Arkansas,AR,Boone,5009,Republican,Marco Rubio,1213,0.192
Arkansas,AR,Boone,5009,Republican,Ben Carson,478,0.075
Arkansas,AR,Boone,5009,Republican,John Kasich,267,0.042
Arkansas,AR,Boone,5009,Democrat,Hillary Clinton,721,0.5920000000000001
Arkansas,AR,Boone,5009,Democrat,Bernie Sanders,469,0.385
Arkansas,AR,Bradley,5011,Republican,Donald Trump,770,0.44299999999999995
Arkansas,AR,Bradley,5011,Republican,Ted Cruz,393,0.226
Arkansas,AR,Bradley,5011,Republican,Marco Rubio,361,0.20800000000000002
Arkansas,AR,Bradley,5011,Republican,Ben Carson,94,0.054000000000000006
Arkansas,AR,Bradley,5011,Republican,John Kasich,45,0.026000000000000002
Arkansas,AR,Bradley,5011,Democrat,Hillary Clinton,593,0.8320000000000001
Arkansas,AR,Bradley,5011,Democrat,Bernie Sanders,106,0.149
Arkansas,AR,Calhoun,5013,Republican,Donald Trump,172,0.41600000000000004
Arkansas,AR,Calhoun,5013,Republican,Ted Cruz,142,0.344
Arkansas,AR,Calhoun,5013,Republican,Marco Rubio,76,0.184
Arkansas,AR,Calhoun,5013,Republican,Ben Carson,11,0.027000000000000003
Arkansas,AR,Calhoun,5013,Republican,John Kasich,4,0.01
Arkansas,AR,Calhoun,5013,Democrat,Hillary Clinton,413,0.45
Arkansas,AR,Calhoun,5013,Democrat,Bernie Sanders,312,0.34
Arkansas,AR,Carroll,5015,Republican,Ben Carson,0,0.0
Arkansas,AR,Carroll,5015,Republican,Ted Cruz,0,0.0
Arkansas,AR,Carroll,5015,Republican,John Kasich,0,0.0
Arkansas,AR,Carroll,5015,Republican,Marco Rubio,0,0.0
Arkansas,AR,Carroll,5015,Republican,Donald Trump,0,0.0
Arkansas,AR,Carroll,5015,Democrat,Hillary Clinton,0,0.0
Arkansas,AR,Carroll,5015,Democrat,Bernie Sanders,0,0.0
Arkansas,AR,Chicot,5017,Republican,Donald Trump,416,0.511
Arkansas,AR,Chicot,5017,Republican,Marco Rubio,162,0.19899999999999998
Arkansas,AR,Chicot,5017,Republican,Ted Cruz,152,0.187
Arkansas,AR,Chicot,5017,Republican,Ben Carson,35,0.043
Arkansas,AR,Chicot,5017,Republican,John Kasich,20,0.025
Arkansas,AR,Chicot,5017,Democrat,Hillary Clinton,1370,0.8109999999999999
Arkansas,AR,Chicot,5017,Democrat,Bernie Sanders,247,0.146
Arkansas,AR,Clark,5019,Republican,Ted Cruz,907,0.345
Arkansas,AR,Clark,5019,Republican,Marco Rubio,750,0.285
Arkansas,AR,Clark,5019,Republican,Donald Trump,694,0.264
Arkansas,AR,Clark,5019,Republican,Ben Carson,144,0.055
Arkansas,AR,Clark,5019,Republican,John Kasich,102,0.039
Arkansas,AR,Clark,5019,Democrat,Hillary Clinton,1650,0.752
Arkansas,AR,Clark,5019,Democrat,Bernie Sanders,494,0.225
Arkansas,AR,Clay,5021,Republican,Donald Trump,339,0.40700000000000003
Arkansas,AR,Clay,5021,Republican,Ted Cruz,276,0.331
Arkansas,AR,Clay,5021,Republican,Marco Rubio,136,0.163
Arkansas,AR,Clay,5021,Republican,Ben Carson,48,0.057999999999999996
Arkansas,AR,Clay,5021,Republican,John Kasich,15,0.018000000000000002
Arkansas,AR,Clay,5021,Democrat,Hillary Clinton,960,0.52
Arkansas,AR,Clay,5021,Democrat,Bernie Sanders,656,0.355
Arkansas,AR,Cleburne,5023,Republican,Donald Trump,2530,0.368
Arkansas,AR,Cleburne,5023,Republican,Ted Cruz,2227,0.324
Arkansas,AR,Cleburne,5023,Republican,Marco Rubio,1392,0.203
Arkansas,AR,Cleburne,5023,Republican,Ben Carson,339,0.049
Arkansas,AR,Cleburne,5023,Republican,John Kasich,210,0.031
Arkansas,AR,Cleburne,5023,Democrat,Hillary Clinton,758,0.687
Arkansas,AR,Cleburne,5023,Democrat,Bernie Sanders,316,0.28600000000000003
Arkansas,AR,Cleveland,5025,Republican,Ted Cruz,550,0.368
Arkansas,AR,Cleveland,5025,Republican,Donald Trump,503,0.336
Arkansas,AR,Cleveland,5025,Republican,Marco Rubio,313,0.209
Arkansas,AR,Cleveland,5025,Republican,Ben Carson,62,0.040999999999999995
Arkansas,AR,Cleveland,5025,Republican,John Kasich,32,0.021
Arkansas,AR,Cleveland,5025,Democrat,Hillary Clinton,382,0.688
Arkansas,AR,Cleveland,5025,Democrat,Bernie Sanders,137,0.247
Arkansas,AR,Columbia,5027,Republican,Donald Trump,1149,0.365
Arkansas,AR,Columbia,5027,Republican,Ted Cruz,943,0.3
Arkansas,AR,Columbia,5027,Republican,Marco Rubio,634,0.201
Arkansas,AR,Columbia,5027,Republican,Ben Carson,208,0.066
Arkansas,AR,Columbia,5027,Republican,John Kasich,103,0.033
Arkansas,AR,Columbia,5027,Democrat,Hillary Clinton,1008,0.738
Arkansas,AR,Columbia,5027,Democrat,Bernie Sanders,306,0.22399999999999998
Arkansas,AR,Conway,5029,Republican,Donald Trump,805,0.36200000000000004
Arkansas,AR,Conway,5029,Republican,Ted Cruz,741,0.33299999999999996
Arkansas,AR,Conway,5029,Republican,Marco Rubio,498,0.22399999999999998
Arkansas,AR,Conway,5029,Republican,Ben Carson,101,0.045
Arkansas,AR,Conway,5029,Republican,John Kasich,31,0.013999999999999999
Arkansas,AR,Conway,5029,Democrat,Hillary Clinton,1755,0.621
Arkansas,AR,Conway,5029,Democrat,Bernie Sanders,840,0.297
Arkansas,AR,Craighead,5031,Republican,Ted Cruz,4108,0.33399999999999996
Arkansas,AR,Craighead,5031,Republican,Donald Trump,3429,0.27899999999999997
Arkansas,AR,Craighead,5031,Republican,Marco Rubio,3142,0.255
Arkansas,AR,Craighead,5031,Republican,Ben Carson,851,0.069
Arkansas,AR,Craighead,5031,Republican,John Kasich,477,0.039
Arkansas,AR,Craighead,5031,Democrat,Hillary Clinton,3543,0.64
Arkansas,AR,Craighead,5031,Democrat,Bernie Sanders,1862,0.336
Arkansas,AR,Crawford,5033,Republican,Ted Cruz,3926,0.371
Arkansas,AR,Crawford,5033,Republican,Donald Trump,3392,0.32
Arkansas,AR,Crawford,5033,Republican,Marco Rubio,2251,0.212
Arkansas,AR,Crawford,5033,Republican,Ben Carson,591,0.055999999999999994
Arkansas,AR,Crawford,5033,Republican,John Kasich,249,0.023
Arkansas,AR,Crawford,5033,Democrat,Hillary Clinton,1586,0.625
Arkansas,AR,Crawford,5033,Democrat,Bernie Sanders,874,0.345
Arkansas,AR,Crittenden,5035,Republican,Donald Trump,1359,0.444
Arkansas,AR,Crittenden,5035,Republican,Ted Cruz,792,0.259
Arkansas,AR,Crittenden,5035,Republican,Marco Rubio,543,0.17800000000000002
Arkansas,AR,Crittenden,5035,Republican,Ben Carson,165,0.054000000000000006
Arkansas,AR,Crittenden,5035,Republican,John Kasich,91,0.03
Arkansas,AR,Crittenden,5035,Democrat,Hillary Clinton,3379,0.764
Arkansas,AR,Crittenden,5035,Democrat,Bernie Sanders,722,0.163
Arkansas,AR,Cross,5037,Republican,Donald Trump,972,0.401
Arkansas,AR,Cross,5037,Republican,Ted Cruz,808,0.33399999999999996
Arkansas,AR,Cross,5037,Republican,Marco Rubio,395,0.163
Arkansas,AR,Cross,5037,Republican,Ben Carson,139,0.057
Arkansas,AR,Cross,5037,Republican,John Kasich,45,0.019
Arkansas,AR,Cross,5037,Democrat,Hillary Clinton,780,0.742
Arkansas,AR,Cross,5037,Democrat,Bernie Sanders,228,0.217
Arkansas,AR,Dallas,5039,Republican,Donald Trump,163,0.37200000000000005
Arkansas,AR,Dallas,5039,Republican,Ted Cruz,148,0.33799999999999997
Arkansas,AR,Dallas,5039,Republican,Marco Rubio,90,0.205
Arkansas,AR,Dallas,5039,Republican,Ben Carson,26,0.059000000000000004
Arkansas,AR,Dallas,5039,Republican,John Kasich,1,0.002
Arkansas,AR,Dallas,5039,Democrat,Hillary Clinton,693,0.568
Arkansas,AR,Dallas,5039,Democrat,Bernie Sanders,361,0.29600000000000004
Arkansas,AR,Desha,5041,Republican,Donald Trump,234,0.531
Arkansas,AR,Desha,5041,Republican,Marco Rubio,97,0.22
Arkansas,AR,Desha,5041,Republican,Ted Cruz,75,0.17
Arkansas,AR,Desha,5041,Republican,Ben Carson,16,0.036000000000000004
Arkansas,AR,Desha,5041,Republican,John Kasich,5,0.011000000000000001
Arkansas,AR,Desha,5041,Democrat,Hillary Clinton,1342,0.6859999999999999
Arkansas,AR,Desha,5041,Democrat,Bernie Sanders,449,0.23
Arkansas,AR,Drew,5043,Republican,Donald Trump,795,0.366
Arkansas,AR,Drew,5043,Republican,Marco Rubio,557,0.256
Arkansas,AR,Drew,5043,Republican,Ted Cruz,538,0.247
Arkansas,AR,Drew,5043,Republican,Ben Carson,176,0.081
Arkansas,AR,Drew,5043,Republican,John Kasich,47,0.022000000000000002
Arkansas,AR,Drew,5043,Democrat,Hillary Clinton,1250,0.6779999999999999
Arkansas,AR,Drew,5043,Democrat,Bernie Sanders,475,0.257
Arkansas,AR,Faulkner,5045,Republican,Ted Cruz,6228,0.33299999999999996
Arkansas,AR,Faulkner,5045,Republican,Marco Rubio,5426,0.29
Arkansas,AR,Faulkner,5045,Republican,Donald Trump,5078,0.272
Arkansas,AR,Faulkner,5045,Republican,Ben Carson,950,0.051
Arkansas,AR,Faulkner,5045,Republican,John Kasich,595,0.032
Arkansas,AR,Faulkner,5045,Democrat,Hillary Clinton,4077,0.586
Arkansas,AR,Faulkner,5045,Democrat,Bernie Sanders,2774,0.39799999999999996
Arkansas,AR,Franklin,5047,Republican,Donald Trump,1229,0.369
Arkansas,AR,Franklin,5047,Republican,Ted Cruz,1093,0.32899999999999996
Arkansas,AR,Franklin,5047,Republican,Marco Rubio,601,0.18100000000000002
Arkansas,AR,Franklin,5047,Republican,Ben Carson,182,0.055
Arkansas,AR,Franklin,5047,Republican,John Kasich,95,0.028999999999999998
Arkansas,AR,Franklin,5047,Democrat,Hillary Clinton,667,0.672
Arkansas,AR,Franklin,5047,Democrat,Bernie Sanders,294,0.29600000000000004
Arkansas,AR,Fulton,5049,Republican,Donald Trump,651,0.47
Arkansas,AR,Fulton,5049,Republican,Ted Cruz,385,0.278
Arkansas,AR,Fulton,5049,Republican,Marco Rubio,181,0.131
Arkansas,AR,Fulton,5049,Republican,Ben Carson,111,0.08
Arkansas,AR,Fulton,5049,Republican,John Kasich,32,0.023
Arkansas,AR,Fulton,5049,Democrat,Hillary Clinton,701,0.5539999999999999
Arkansas,AR,Fulton,5049,Democrat,Bernie Sanders,473,0.374
Arkansas,AR,Garland,5051,Republican,Donald Trump,5538,0.35200000000000004
Arkansas,AR,Garland,5051,Republican,Ted Cruz,4081,0.259
Arkansas,AR,Garland,5051,Republican,Marco Rubio,4050,0.257
Arkansas,AR,Garland,5051,Republican,Ben Carson,968,0.061
Arkansas,AR,Garland,5051,Republican,John Kasich,673,0.043
Arkansas,AR,Garland,5051,Democrat,Hillary Clinton,4057,0.687
Arkansas,AR,Garland,5051,Democrat,Bernie Sanders,1779,0.301
Arkansas,AR,Grant,5053,Republican,Ted Cruz,1329,0.41100000000000003
Arkansas,AR,Grant,5053,Republican,Donald Trump,1010,0.312
Arkansas,AR,Grant,5053,Republican,Marco Rubio,652,0.201
Arkansas,AR,Grant,5053,Republican,Ben Carson,125,0.039
Arkansas,AR,Grant,5053,Republican,John Kasich,59,0.018000000000000002
Arkansas,AR,Grant,5053,Democrat,Hillary Clinton,690,0.6629999999999999
Arkansas,AR,Grant,5053,Democrat,Bernie Sanders,300,0.28800000000000003
Arkansas,AR,Greene,5055,Republican,Donald Trump,2103,0.35100000000000003
Arkansas,AR,Greene,5055,Republican,Ted Cruz,1709,0.285
Arkansas,AR,Greene,5055,Republican,Marco Rubio,1318,0.22
Arkansas,AR,Greene,5055,Republican,Ben Carson,376,0.063
Arkansas,AR,Greene,5055,Republican,John Kasich,206,0.034
Arkansas,AR,Greene,5055,Democrat,Hillary Clinton,1236,0.655
Arkansas,AR,Greene,5055,Democrat,Bernie Sanders,585,0.31
Arkansas,AR,Hempstead,5057,Republican,Ted Cruz,917,0.37799999999999995
Arkansas,AR,Hempstead,5057,Republican,Donald Trump,821,0.33899999999999997
Arkansas,AR,Hempstead,5057,Republican,Marco Rubio,395,0.163
Arkansas,AR,Hempstead,5057,Republican,Ben Carson,119,0.049
Arkansas,AR,Hempstead,5057,Republican,John Kasich,91,0.038
Arkansas,AR,Hempstead,5057,Democrat,Hillary Clinton,786,0.795
Arkansas,AR,Hempstead,5057,Democrat,Bernie Sanders,164,0.166
Arkansas,AR,Hot Spring,5059,Republican,Donald Trump,1597,0.373
Arkansas,AR,Hot Spring,5059,Republican,Ted Cruz,1381,0.322
Arkansas,AR,Hot Spring,5059,Republican,Marco Rubio,891,0.20800000000000002
